K,gamma,exact_log_ratio,perturbative_log_ratio
3,0.02796397591768401,-0.6248707376696068,0.3578159688123943
3,0.03081638274102205,-0.9768185243943819,0.14813278078526615
3,0.03395974335110968,-1.2822121025667776,-0.055977729177515645
3,0.037423735879877934,-1.5291172626946832,-0.2547421365054343
3,0.04124106571497687,-1.7103018692110687,-0.44827067536369025
3,0.04544777428865795,-1.827010699596478,-0.6365554459910467
3,0.050083579364019706,-1.8885347538576234,-0.819472065054824
3,0.05519225003144003,-1.9080091403757358,-0.9967848731558977
3,0.06082201995573401,-1.8978047130028237,-1.1681561410311625
3,0.06702604277572308,-1.8668934231606897,-1.3331599361373851
3,0.07386289395588429,-1.8201658900967246,-1.4913013361417131
3,0.08139712382832602,-1.758627918916762,-1.6420414243631392
3,0.08969986704665296,-1.6795436167953604,-1.7848279234817401
3,0.09884951420589624,-1.5758955532583272,-1.9191304328890961
3,0.10893245196962958,-1.4344519444899788,-2.0444781493715998
3,0.12004387869220161,-1.230854073851095,-2.160496904322052
3,0.13228870323680647,-0.9169321912978603,-2.2669416592542015
3,0.14578253547561118,-0.3815854486792425,-2.363720569287725
3,0.16065277782377413,0.730672349104271,-2.4509075151660014
3,0.17703982811310548,9.470941448300628,-2.5287415372567867
3,0.1950984051623391,0.20757041269680343,-2.597613541924172
3,0.2149990095594233,-1.2716242759504013,-2.658042503066902
3,0.2369295334478522,-2.0468055499461144,-2.7106446921701566
3,0.26109703451588046,-2.4715744491966234,-2.7560999785333786
3,0.28772969093779666,-2.699660769955189,-2.795118952314956
3,0.31707895572488665,-2.821140552562829,-2.828413758313946
3,0.3494219308264567,-2.8864637077889483,-2.8566744059802356
3,0.385063983396064,-2.9221819733510177,-2.8805512329588177
3,0.42434162892450517,-2.941955811565185,-2.900643336911248
3,0.46762570846074836,-2.9528459924244768,-2.917492228760276
3,0.5153248899186396,-2.958564529874831,-2.9315796849223643
3,0.5678895265270656,-2.9611044146441703,-2.9433287219058295
3,0.6258159088532511,-2.9615598099785903,-2.953106705408744
3,0.689650950544788,-2.9605463073029075,-2.961229768141618
3,0.7599973520309762,-2.958420996268231,-2.9679678949467223
3,0.837519290936706,-2.9554000610169027,-2.9735502086277625
3,0.9229486929350941,-2.951622606602646,-2.9781701391353224
3,1.0170921422453234,-2.947185606763476,-2.981990277029997
3,1.12083849702134,-2.9421630381980997,-2.985146800490709
3,1.2351672815323365,-2.9366162402359794,-2.9877534276951145
3,1.3611579343700382,-2.9305993856430668,-2.989904888347197
3,1.5,-2.9241622563090957,-2.9916799344951706
4,0.0001,35.69676186990647,35.7004551843178
4,0.0001102002906587192,34.92128502309443,34.924466459275685
4,0.00012144104061266207,34.14626333628792,34.14870075160982
4,0.00013382837973412683,33.37180223999132,33.37320528046578
4,0.00014747926345086223,32.5980288033033,32.598037108762824
4,0.00016252257698418858,31.825095592182088,31.823265123330444
4,0.00017910035222261646,31.053185021677102,31.0489723797606
4,0.0001973691087201132,30.28251418841444,30.275258863373537
